Scientific name,Common name,"IUCN Red List(2019)Category","IUCN RedList (2020)Category","Reason forchange","Red Listversion"
"",,,,,
MAMMALS (Mammalia),,,,,
Petropedetes parkeri,Parker's Water Frog,LC,DD,N,2020-3
Petropedetes perreti,Perret's Water Frog,EN,CR,G,2020-3
Phrynobatrachus annulatus,Ringed River Frog,EN,LC,N,2020-3
Phyllobates vittatus,Golfodulcean Poison Frog,EN,VU,N,2020-3
Phytotriades auratus,Golden Treefrog,CR,EN,N,2020-3
Plectrohyla acanthodes,Thorny Spikethumb Frog,CR,EN,N,2020-3
Plectrohyla avia,Greater Spikethumb Frog,CR,EN,N,2020-3
Plectrohyla glandulosa,Forest Spikethumb Frog,EN,CR,N,2020-3
Plectrohyla guatemalensis,Guatemala Spikethumb Frog,CR,NT,N,2020-3
Plectrohyla hartwegi,Hartweg's Spikethumb Frog,CR,EN,N,2020-3
Plectrohyla ixil,Ixil Spikethumb Frog,CR,VU,N,2020-3
Plectrohyla pokomchi,Rio Sananja Spikethumb Frog,CR,EN,G,2020-3
Plectrohyla pycnochila,Rana de Dedos Delgados y Labios Anchos,CR,CR(PE),N,2020-3
Plectrohyla quecchi,Las Palmas Spikethumb Frog,CR,EN,N,2020-3
Plectrohyla sagorum,Arcane Spikethumb Frog,EN,VU,N,2020-3
Pleurodema marmoratum,Marbled Four-eyed Frog,LC,VU,G,2020-3
Pristimantis altae,Mountain Robber Frog,NT,LC,N,2020-3
Pristimantis anotis,Aragua Robber Frog,DD,CR(PE),N,2020-3
Pristimantis cantitans,,DD,NT,N,2020-3
Pristimantis caryophyllaceus,La Loma Robber Frog,NT,LC,N,2020-3
Pristimantis charlottevillensis,Charlotteville Robber Frog,LC,VU,N,2020-3
Pristimantis fasciatus,Pejia’s Striped Rain Frog,EN,VU,N,2020-3
Pristimantis ginesi,Rangel Robber Frog,EN,VU,N,2020-3
Pristimantis incertus,Secret Robber Frog,DD,LC,N,2020-3
Pristimantis lancinii,Lancini's Robber Frog,EN,VU,N,2020-3
Pristimantis marahuaka,,VU,NT,N,2020-3
Pristimantis museosus,Rana Mususas,EN,VU,N,2020-3
Pristimantis olivaceus,,DD,LC,N,2020-3
Pristimantis pardalis,Leopard Robber Frog,NT,LC,N,2020-3
Pristimantis pirrensis,,DD,NT,N,2020-3
Pristimantis pruinatus,Yavi Rainfrog,DD,VU,N,2020-3
Pristimantis rivasi,,EN,VU,N,2020-2
Pristimantis stenodiscus,Periquito Robber Frog,DD,CR,N,2020-3
Pristimantis turpinorum,Tobago Long-legged Palmfrog,VU,DD,N,2020-3
Pristimantis turumiquirensis,Ranita Nublada Del Turimiquire,EN,CR,N,2020-3
Pristimantis urichi,Lesser Antilles Robber Frog,EN,LC,N,2020-3
Pristimantis vanadise,La Marca’s Robber Frog,NT,EN,N,2020-3
Pristimantis yaviensis,Ranita Del Yavi,DD,NT,N,2020-3
Pristimantis yustizi,Yustiz’s robber frog,DD,VU,N,2020-3
Pseudoeurycea ahuitzotl,Imperial Salamander,CR(PE),CR,N,2020-1
Pseudoeurycea amuzga,Sierra de Malinaltepec Salamander,DD,EN,N,2020-2
Pseudoeurycea brunnata,Brown False Brook Salamander,CR,CR(PE),N,2020-3
Pseudoeurycea exspectata,Jalpa False Brook Salamander,CR,EX,N,2020-2
Pseudoeurycea juarezi,Sierra Juarez False Brook Salamander,CR,EN,N,2020-3
Pseudoeurycea mixcoatl,Brown-streaked Salamander,DD,CR,N,2020-2
Pseudoeurycea mystax,Mustache False Brook Salamander,CR,EN,N,2020-2
Pseudoeurycea orchileucos,Sierra de Juárez Worm Salamander,CR,EN,N,2020-2
Pseudoeurycea rex,Royal False Brook Salamander,CR,VU,G,2020-3
Pseudoeurycea tenchalli,Bearded Salamander,EN,CR,N,2020-2
Pseudoeurycea teotepec,Teotepec Salamander,EN,CR,N,2020-2
Pseudoeurycea tlahcuiloh,Green-flecked Salamander,CR(PE),CR,N,2020-2
Pseudohynobius kuankuoshuiensis,Kuankuoshui Salamander,DD,CR,N,2020-2
Pseudohynobius puxiongensis,Puxiong Salamander,DD,CR,N,2020-2
Pseudohynobius shuichengensis,Shuicheng Salamander,VU,CR,N,2020-2
Pseudophilautus cavirostris,Tubercle Shrub Frog,EN,VU,N,2020-3
Pseudophilautus folicola,Leaf-dwelling Shrub Frog,EN,VU,N,2020-3
Pseudophilautus hypomelas,,EX,EN,N,2020-3
Pseudophilautus limbus,,CR,EN,N,2020-3
Pseudophilautus mittermeieri,Mittermeier's Shrub Frog,EN,VU,N,2020-3
Pseudophilautus mooreorum,,EN,CR,N,2020-3
Pseudophilautus nemus,,CR,EN,N,2020-3
Pseudophilautus poppiae,,EN,CR,N,2020-3
Pseudophilautus popularis,Common Shrub Frog,LC,VU,N,2020-3
Pseudophilautus regius,Polonnaruwa Shrub Frog,DD,LC,N,2020-3
Pseudophilautus semiruber,,DD,EN,N,2020-3
Pseudophilautus stellatus,,EX,CR,N,2020-3
Pseudophilautus stictomerus,Orange-canthal Shrub Frog,NT,VU,N,2020-3
Pseudophilautus stuarti,Stuart's Shrub Frog,EN,CR,N,2020-3
Pseudophilautus zorro,Gannoruwa Shrub Frog,EN,VU,N,2020-3
Pseudorana sangzhiensis,,DD,LC,N,2020-1
Pseudorana weiningensis,Weining Groove-toed Frog,VU,LC,N,2020-2
Ptychohyla euthysanota,Cloud Forest Stream Frog,NT,LC,N,2020-3
Ptychohyla hypomykter,Copan Stream Frog,LC,VU,N,2020-2
Ptychohyla leonhardschultzei,Schultze's Stream Frog,EN,LC,N,2020-3
Ptychohyla macrotympanum,Pine Forest Stream Frog,CR,VU,N,2020-3
Ptychohyla salvadorensis,,EN,NT,N,2020-3
Ptychohyla zophodes,Gloomy Mountain Stream Frog,DD,VU,N,2020-2
Quasipaa exilispinosa,Little Spiny Frog,VU,LC,N,2020-3
Quasipaa shini,Spiny-flanked Frog,VU,EN,G,2020-3
Quasipaa yei,Ye's Spiny-vented Frog,DD,VU,N,2020-2
Quilticohyla acrochorda,Warty Mountain Stream Frog,DD,CR,N,2020-2
Quilticohyla sanctaecrucis,Chinamococh Stream Frog,CR,EN,N,2020-3
Rana chevronta,Chevron-spotted Brown Frog,CR,CR(PE),N,2020-1
Rana iberica,Iberian Frog,NT,VU,G,2020-3
Rana sauteri,Kanshirei Village Frog,EN,VU,N,2020-3
Raorchestes menglaensis,,DD,LC,N,2020-1
Rhacophorus verrucopus,,DD,NT,N,2020-2
Rheohyla miotympanum,Small-eared Treefrog,NT,LC,N,2020-3
Rhinella acrolopha,Cerro Mali Beaked Toad,DD,EN,N,2020-3
Rhinella chrysophora,,EN,CR,N,2020-2
Rhinella fissipes,Carabaya Toad,LC,DD,N,2020-3
Rhinella rumbolli,Salta Toad,VU,NT,N,2020-3
Rhinella sclerocephala,Falcon Crested Toad,EN,VU,N,2020-3
Rhinella sternosignata,Falcon Toad,NT,LC,N,2020-3
Rhinella tacana,,DD,LC,N,2020-3
Sarcohyla ameibothalame,Mixteca Alta Treefrog,DD,EN,N,2020-3
Sarcohyla arborescandens,Lesser Bromeliad Treefrog,EN,NT,N,2020-3
Sarcohyla celata,Oaxaca Treefrog,CR(PE),NT,G,2020-3
Sarcohyla cembra,Southern Sierra Madre Treefrog,CR(PE),EN,N,2020-3
Sarcohyla charadricola,Puebla Treefrog,EN,CR(PE),N,2020-3
Sarcohyla chryses,Golden Treefrog,CR,EN,G,2020-3
Sarcohyla cyclada,Tan-edged Treefrog,EN,VU,N,2020-3
Sarcohyla hazelae,Hazel's Treefrog,CR,VU,N,2020-2
Sarcohyla labedactyla,Grasping Treefrog,DD,CR,N,2020-2
Sarcohyla pachyderma,Semiaquatic Treefrog,CR,CR(PE),N,2020-3
Sarcohyla pentheter,,EN,VU,N,2020-3
Sarcohyla psarosema,Speckled Treefrog,CR,CR(PE),N,2020-3
Sarcohyla robertsorum,Roberts' Treefrog,EN,VU,N,2020-3
Sarcohyla sabrina,Sierra Juarez Treefrog,CR,CR(PE),N,2020-3
Sarcohyla thorectes,,CR,EN,N,2020-3
Scinax castroviejoi,,DD,LC,N,2020-3
Sclerophrys djohongensis,,EN,DD,N,2020-3
Scutiger chintingensis,,EN,VU,N,2020-3
Scutiger gongshanensis,Gongshan Lazy Toad,VU,LC,N,2020-1
Scutiger jiulongensis,,DD,EN,N,2020-2
Scutiger liupanensis,,VU,EN,N,2020-2
Silverstoneia nubicola,Boquete Rocket Frog,NT,VU,G,2020-3
Smilisca cyanosticta,Blue-spotted Mexican Treefrog,NT,LC,N,2020-3
Stefania breweri,Brewer's Carrying Frog,DD,VU,N,2020-2
Stefania ginesi,Tepuis Treefrog,LC,NT,N,2020-3
Stefania goini,Vegas Falls Treefrog,DD,NT,N,2020-2
Stefania marahuaquensis,Marahuaca Treefrog,DD,NT,N,2020-2
Stefania oculosa,Rana Stefania de Ojos Grandes,DD,VU,N,2020-2
Stefania percristata,Rana Stefania de Jaua,DD,VU,N,2020-2
Stefania riae,SarisariÃ±ama Carrying Frog,DD,NT,N,2020-2
Stefania schuberti,Auyantepui Stefania Tree Frog,VU,NT,N,2020-3
Strabomantis biporcatus,Puerto Cabello Robber Frog,VU,LC,N,2020-3
Strabomantis bufoniformis,Rusty Robber Frog,LC,EN,G,2020-3
Taruga fastigo,,CR,EN,N,2020-3
Telmatobius bolivianus,,NT,CR(PE),G,2020-3
Telmatobius culeus,Titicaca Water Frog,CR,EN,N,2020-2
Telmatobius edaphonastes,,EN,CR(PE),N,2020-3
Telmatobius espadai,,CR,CR(PE),N,2020-3
Telmatobius gigas,,CR,EN,N,2020-3
Telmatobius marmoratus,Marbled Water Frog,VU,EN,N,2020-3
Telmatobius sanborni,Sanborn's Water Frog,VU,CR,N,2020-3
Telmatobius scrocchii,Andalgala Water Frog,EN,CR,N,2020-2
Telmatobius sibiricus,,EN,CR(PE),N,2020-3
Telmatobius simonsi,Sucre Water Frog,NT,CR,G,2020-3
Telmatobius verrucosus,,VU,CR,G,2020-3
Telmatobius yuracare,,VU,CR,N,2020-3
Tepuihyla aecii,Monte Duida Treefrog,DD,NT,N,2020-2
Tepuihyla exophthalma,Big-eye Slender-legged Treefrog,DD,LC,N,2020-3
Tepuihyla luteolabris,Marahuaca Treefrog,DD,VU,N,2020-2
Thorius adelos,Sierra Juarez Moss Salamander,EN,NT,G,2020-3
Thorius arboreus,Arboreal Thorius,EN,CR,N,2020-2
Thorius dubitus,Acultzingo Pigmy Salamander,EN,CR,N,2020-2
Thorius grandis,Grand Minute Salamander,EN,CR,N,2020-2
Thorius infernalis,Atoyac Minute Salamander,CR(PE),CR,N,2020-2
Thorius lunaris,Crescent-nostriled Thorius,EN,CR,N,2020-2
Thorius macdougalli,MacDougall's Pigmy Salamander,VU,EN,N,2020-3
Thorius munificus,McDiarmid Thorius,CR(PE),CR,N,2020-2
Thorius narisovalis,Cerro San Felipe Pigmy Salamander,CR,EN,N,2020-3
Thorius papaloae,Papalo Minute Salamander,EN,CR,N,2020-2
Thorius pennatulus,Veracruz Pigmy Salamander,CR,EN,N,2020-2
Thorius pulmonaris,Lower Cerro Pigmy Salamander,EN,CR,N,2020-2
Thorius schmidti,Schmidt's Pigmy Salamander,EN,CR,N,2020-2
Triprion spinosus,Spiny-headed Treefrog,LC,NT,G,2020-3
Tylototriton shanjing,Hoanglien Mountain Crocodile Newt,NT,VU,G,2020-2
Uperodon nagaoi,Nagao's Globular Frog,VU,EN,N,2020-3
Vitreorana castroviejoi,Ranita de Cristal de Castroviejo,DD,EN,N,2020-3
Vitreorana gorzulae,Bolivar Giant Glass Frog,DD,LC,N,2020-3
Vitreorana helenae,Venezuela Cochran Frog,DD,VU,N,2020-3
Xenorhina arboricola,,DD,LC,N,2020-3
Xenorhina arfakiana,Arfak Fanged Frog,DD,LC,N,2020-3
Xenorhina minima,Parker's Snouted Frog,DD,LC,N,2020-3
Xenorhina multisica,,DD,LC,N,2020-3
Xenorhina ocellata,Ocellated Fanged Frog,DD,LC,N,2020-3
Xenorhina schiefenhoeveli,Munggona Fanged Frog,DD,LC,N,2020-3
Xenorhina tumulus,Madang Fanged Frog,DD,LC,N,2020-3
Xenorhina zweifeli,,DD,LC,N,2020-3
Yunganastes ashkapara,,VU,EN,N,2020-3
Yunganastes fraudator,Cochabamba Robber Frog,LC,VU,G,2020-3
Yunganastes mercedesae,Mercedes' Robber Frog,DD,LC,N,2020-3
Yunganastes pluvicanorus,,LC,VU,G,2020-3
"",,,,,
BONY FISHES (Actinopterygii),,,,,
Alestopetersius smykalai,Blue Diamond Characin,VU,EN,N,2020-2
Aphyosemion bivittatum,Twostripe Lyretail,VU,LC,N,2020-2
Aphyosemion bualanum,,EN,LC,N,2020-2
Argyrosomus hololepidotus,Madagascar Kob,EN,DD,N,2020-2
Arius gigas,Roughead sea catfish,NT,DD,N,2020-3
Arnoldichthys spilopterus,African Red-eyed Tetra,VU,EN,G,2020-2
Aspiolucius esocinus,Pike Asp,VU,EN,N,2020-3
Atractoscion aequidens,African Weakfish,VU,NT,N,2020-1
Bagarius yarrelli,,NT,VU,N,2020-2
Balantiocheilos melanopterus,Bala Shark,EN,VU,N,2020-2
Barbodes amarus,,CR,EX,N,2020-3
Barbodes baoulan,,CR,EX,N,2020-3
Barbodes clemensi,,CR,EX,N,2020-3
Barbodes disa,,CR,EX,N,2020-3
Barbodes flavifuscus,,CR,EX,N,2020-3
Barbodes herrei,,CR,EX,N,2020-3
Barbodes katolo,,CR,EX,N,2020-3
Barbodes lanaoensis,,CR,EX,N,2020-3
Barbodes lindog,,VU,CR(PE),G,2020-3
Barbodes manalak,,CR,EX,N,2020-3
Barbodes pachycheilus,,CR,EX,N,2020-3
Barbodes palaemophagus,,EN,EX,N,2020-3
Barbodes palata,,CR,EX,N,2020-3
Barbodes resimus,,CR,EX,N,2020-3
Barbodes sirang,,VU,CR(PE),G,2020-3
Barbodes tras,,CR,EX,N,2020-3
Barbodes truncatulus,,CR,EX,N,2020-3
Brycinus brevis,Characin,VU,EN,N,2020-2
Brycinus carolinae,,VU,EN,G,2020-3
Brycinus luteus,,VU,EN,N,2020-2
Brycinus nigricauda,,NT,LC,N,2020-2
Bryconaethiops quinquesquamae,,LC,EN,G,2020-2
Callopanchax monroviae,,VU,CR,N,2020-2
Callopanchax occidentalis,,NT,LC,N,2020-2
Callopanchax toddi,,DD,LC,N,2020-3
Capoetobrama kuschakewitschi,Chu Sharpray,DD,EN,N,2020-3
Carlarius latiscutatus,Rough-head Sea Catfish,DD,LC,N,2020-2
Chaca bankanensis,Angler Catfish,LC,NT,N,2020-2
Chascanopsetta crumenalis,,DD,LC,N,2020-1
Chaunax flammeus,,LC,DD,N,2020-1
Chilatherina axelrodi,Axelrod's Rainbowfish,LR/lc,EN,G,2020-3
Chilatherina bleheri,Bleher's Rainbowfish,VU,EN,N,2020-3
Chilatherina bulolo,Bulolo Rainbowfish,DD,LC,N,2020-3
Chiloglanis benuensis,,VU,LC,N,2020-2
Chiloglanis disneyi,,VU,LC,N,2020-2
Chiloglanis lamottei,,DD,VU,N,2020-3
Chiloglanis niger,Squeaker Catfish,DD,EN,N,2020-3
Chiloglanis normani,Squeaker Catfish,NT,EN,N,2020-3
Chiloglanis polyodon,,CR,EN,N,2020-3
Chirodactylus jessicalenorum,Natal Fingerfin,LC,DD,E,2020-1
Chitala lopis,,LC,EX,N,2020-1
Chromidotilapia cavalliensis,,VU,EN,N,2020-2
Chrysichthys aluuensis,,VU,EN,N,2020-2
Chrysichthys levequei,,DD,EN,N,2020-3
Chrysichthys teugelsi,,EN,LC,N,2020-3
Chrysichthys walkeri,,EN,VU,N,2020-3
Citharidium ansorgii,,LC,DD,N,2020-2
Citharinus eburneensis,Moonfish,NT,LC,N,2020-3
Clarias intermedius,,DD,NT,N,2020-2
Clarias lamottei,,NT,VU,N,2020-2
Coelophrys arca,,DD,LC,N,2020-1
Coelotilapia joka,Perche Africaine,VU,EN,N,2020-2
Coptodon discolor,Guinean Tilapia,VU,NT,N,2020-3
Coptodon rheophilus,,DD,EN,N,2020-2
Coptodon walteri,,NT,EN,N,2020-2
Craterocephalus kailolae,Kailola's Hardyhead,LR/lc,CR,N,2020-3
Craterocephalus lacustris,Kutubu Hardyhead,VU,EN,G,2020-3
Cribroheros rhytisma,Pearl Cichlid,LC,EN,N,2020-2
Cromeria occidentalis,Naked Shellear,DD,LC,N,2020-2
Ctenopoma nebulosum,,VU,EN,N,2020-2
Cynodonichthys kuelpmanni,Olomina,DD,CR,N,2020-2
Cynodonichthys wassmanni,Olomina,LC,EN,N,2020-2
Doumea chappuisi,,VU,LC,N,2020-3
Doumea thysi,,VU,LC,N,2020-2
Engraulis anchoita,Argentine Anchovy,NT,LC,N,2020-3
Enteromius aboinensis,,DD,LC,N,2020-2
Enteromius aliciae,,EN,VU,N,2020-3
Enteromius anniae,,VU,EN,N,2020-3
Enteromius bagbwensis,,VU,CR,N,2020-2
Enteromius bawkuensis,,EN,LC,N,2020-2
Enteromius bigornei,Carp,NT,LC,N,2020-3
Enteromius clauseni,,DD,CR,N,2020-2
Enteromius dialonensis,,VU,LC,N,2020-3
Enteromius ditinensis,,VU,LC,N,2020-3
Enteromius eburneensis,Carp,VU,LC,N,2020-2
Enteromius foutensis,,VU,EN,N,2020-1
Enteromius guildi,,DD,LC,N,2020-3
Enteromius guineensis,,DD,VU,N,2020-3
Enteromius huguenyi,,EN,VU,N,2020-3
Enteromius inaequalis,,DD,LC,N,2020-3
Enteromius kissiensis,,VU,DD,N,2020-2
Enteromius niokoloensis,,VU,LC,N,2020-3
Enteromius pumilus,,DD,LC,N,2020-2
Enteromius salessei,,VU,LC,N,2020-3
Enteromius sylvaticus,,EN,VU,N,2020-2
Enteromius tiekoroi,,DD,NT,N,2020-3
Enteromius traorei,,EN,VU,N,2020-2
Enteromius walkeri,,VU,LC,N,2020-3
Enteromius zalbiensis,,VU,LC,N,2020-3
Epiplatys hildegardae,,VU,LC,N,2020-3
Epiplatys lamottei,Redspotted Panchax,VU,LC,N,2020-3
Epiplatys longiventralis,,VU,EN,N,2020-2
Epiplatys njalaensis,,EN,NT,N,2020-3
Epiplatys ruhkopfi,,CR,EN,N,2020-3
Foerschichthys flavipinnis,,NT,LC,N,2020-2
Fundulopanchax filamentosus,Blue Killi,NT,LC,N,2020-2
Fundulopanchax gardneri,Blue Lyretail,NT,LC,N,2020-2
Fundulopanchax gularis,Gulare,NT,EN,N,2020-2
Fundulopanchax ndianus,,NT,LC,N,2020-2
Fundulopanchax scheeli,Scheeli Killifish,EN,CR,N,2020-2
Fundulopanchax sjostedti,Golden Pheasant Gularis,LC,EN,N,2020-2
Fundulopanchax walkeri,,NT,LC,N,2020-2
Gastromyzon lepidogaster,,DD,LC,N,2020-2
Genyonemus lineatus,White Croaker,NT,LC,N,2020-2
Glossolepis incisus,Red Rainbowfish,VU,EN,G,2020-3
Glossolepis maculosus,Spotted Rainbowfish,LR/lc,EN,G,2020-3
Glossolepis pseudoincisus,Tami River Rainbowfish,DD,VU,N,2020-3
Glossolepis ramuensis,Ramu Rainbowfish,DD,VU,N,2020-3
Hephaestus adamsoni,Adamson's Grunter,VU,CR,G,2020-3
Hephaestus obtusifrons,Striped Grunter,DD,VU,N,2020-3
Hephaestus trimaculatus,Threespot Grunter,DD,VU,N,2020-3
Heterotilapia cessiana,,CR,EN,N,2020-2
Hippopotamyrus harringtoni,Harrington's Mormyrid,DD,LC,N,2020-2
Homaloptera ogilviei,,DD,LC,N,2020-2
Homalopteroides tweediei,,DD,LC,N,2020-2
Hypoplectrus maya,Maya Hamlet,VU,EN,N,2020-2
Ichthyborus quadrilineatus,,NT,VU,N,2020-2
Ilisha novacula,,LC,DD,N,2020-1
Johnius trewavasae,Trewavas Croaker,DD,LC,N,2020-2
Kiunga ballochi,Ballochs Blue-eye,CR,EN,N,2020-3
Kribia leonensis,,EN,DD,N,2020-2
Kryptopterus macrocephalus,,LC,NT,N,2020-2
Labeo alluaudi,,EN,LC,N,2020-3
Labeo rouaneti,,DD,VU,N,2020-3
Labeobarbus parawaldroni,Carp,NT,LC,N,2020-2
Labeobarbus petitjeani,,VU,LC,N,2020-3
Ladigesia roloffi,Jelly Bean Tetra,EN,CR,N,2020-2
Lepidocephalus macrochir,,DD,LC,N,2020-2
Leptocypris crossensis,,VU,LC,N,2020-2
Leptocypris guineensis,,NT,LC,N,2020-3
Leptocypris taiaensis,,VU,EN,N,2020-2
Malapterurus barbatus,,NT,LC,N,2020-3
Malapterurus occidentalis,Electric Catfish,NT,LC,N,2020-2
Malapterurus punctatus,Electric Catfish,NT,VU,N,2020-2
Malapterurus stiassnyae,,NT,LC,N,2020-3
Malapterurus teugelsi,,NT,VU,N,2020-3
Marcusenius abadii,Djebba Mormyrid,NT,LC,N,2020-2
Marcusenius brucii,Ogun mormyrid,VU,DD,N,2020-2
Marcusenius furcidens,,NT,LC,N,2020-3
Mastacembelus taiaensis,,VU,NT,N,2020-3
Melanotaenia ajamaruensis,Ajamaru Lakes Rainbowfish,DD,CR,N,2020-3
Melanotaenia angfa,Yakati Rainbowfish,DD,LC,N,2020-3
Melanotaenia arfakensis,Arfak Rainbowfish,VU,EN,G,2020-3
Melanotaenia herbertaxelrodi,Lake Tebera Rainbowfish,DD,VU,N,2020-3
Melanotaenia iris,Strickland Rainbowfish,LR/lc,VU,N,2020-3
Melanotaenia lacustris,Lake Kutubu Rainbowfish,VU,EN,G,2020-3
Melanotaenia maylandi,Mayland's Rainbowfish,LR/lc,VU,G,2020-3
Melanotaenia monticola,Mountain Rainbowfish,DD,NT,N,2020-3
Melanotaenia ogilbyi,Ogilby's Rainbowfish,DD,VU,N,2020-3
Melanotaenia oktediensis,Oktedi Rainbowfish,VU,CR,G,2020-3
Melanotaenia papuae,Papuan Rainbowfish,LR/lc,VU,N,2020-3
Melanotaenia parva,Lake Kurumoi Rainbowfish,VU,CR(PE),G,2020-3
Melanotaenia pimaensis,Pima River Rainbowfish,DD,LC,N,2020-3
Melanotaenia praecox,Dwarf Rainbowfish,DD,LC,N,2020-3
Melanotaenia sexlineata,Fly River Rainbowfish,DD,EN,N,2020-3
Melanotaenia vanheurni,Van Heurn's Rainbowfish,DD,LC,N,2020-3
Micralestes comoensis,,VU,EN,N,2020-2
Micralestes eburneensis,,NT,EN,G,2020-2
Micropanchax bracheti,,VU,EN,N,2020-2
Micropanchax ehrichi,,NT,LC,N,2020-2
Micropanchax keilhacki,,VU,LC,N,2020-2
Microsynodontis polli,Squeaker Catfish,DD,LC,N,2020-3
Mochokus brevis,,LC,DD,N,2020-2
Mogurnda spilota,Blotched Mogurnda,VU,CR,G,2020-3
Mogurnda vitta,Striped Mogurnda,VU,CR,G,2020-3
Mormyrops oudoti,,DD,EN,N,2020-2
Mormyrus subundulatus,Elephant Nose,EN,VU,N,2020-3
Nannocharax latifasciatus,,VU,LC,N,2020-2
Nanobagrus fuscus,,LC,DD,N,2020-1
Nemacheilus masyae,,DD,LC,N,2020-2
Nemacheilus selangoricus,,DD,LC,N,2020-2
Neoarius taylori,Taylor's Catfish,DD,CR,N,2020-3
Neobola fluviatilis,Athi Sardine,LC,CR(PE),N,2020-3
Neolebias powelli,,CR,EN,N,2020-2
Nimbapanchax jeanpoli,Jeanpol's Killi,EN,VU,N,2020-3
Nimbapanchax petersi,,VU,EN,N,2020-3
Nimbapanchax viridis,,VU,NT,N,2020-3
Nothobranchius taeniopygus,,LC,VU,N,2020-1
Notoglanidium maculatum,,EN,VU,N,2020-3
Notoglanidium thomasi,,EN,VU,N,2020-3
Notoglanidium walkeri,,VU,NT,N,2020-3
Oloplotosus torobo,Kutubu Tandan,VU,EN,G,2020-3
Ompok borneensis,,LC,NT,N,2020-2
Ompok fumidus,,LC,NT,N,2020-2
Ompok leiacanthus,,DD,NT,N,2020-2
Ophisternon afrum,Guinea Swamp Eel,DD,EN,N,2020-2
Osteochilus enneaporos,,LC,DD,N,2020-3
Pachyula conorhynchus,Lorentz Catfish,DD,LC,N,2020-3
Parambassis altipinnis,High-finned Glass Perchlet,DD,CR,N,2020-3
Paramormyrops kingsleyae,,DD,LC,N,2020-2
Paramphilius teugelsi,,VU,LC,N,2020-3
Paramphilius trichomycteroides,,NT,LC,N,2020-3
Parauchenoglanis buettikoferi,,DD,CR,N,2020-2
Pelvicachromis roloffi,,NT,LC,N,2020-3
Pelvicachromis subocellatus,Kribensis,DD,LC,N,2020-2
Perca schrenkii,Balkhash Perch,DD,LC,N,2020-3
Petrocephalus levequei,Elephantfish,NT,LC,N,2020-3
Pollimyrus eburneensis,,VU,LC,N,2020-3
Poropuntius tawarensis,,VU,CR,N,2020-3
Pronothobranchius kiyawensis,,NT,EN,N,2020-2
Pseudolais micronemus,,DD,LC,N,2020-1
Pseudomugil connieae,Popondetta Blue-eye,VU,EN,G,2020-3
Pseudomugil furcatus,Forktail Blue-eye,LR/lc,DD,N,2020-3
Pseudomugil majusculus,Cape Blue-eye,LR/lc,DD,N,2020-3
Pseudomugil paskai,Paska's Blue-eye,DD,CR,N,2020-3
Raiamas nigeriensis,Aeroplane Fish,NT,LC,N,2020-2
Rhexipanchax lamberti,Lambert's Lampeye,VU,LC,N,2020-3
Sander marinus,Estuarine Perch,DD,LC,N,2020-3
Sarotherodon occidentalis,Perche Africaine,NT,LC,N,2020-3
Scriptaphyosemion bertholdi,Berthold's Killi,EN,VU,N,2020-3
Scriptaphyosemion brueningi,Bruening's Killi,EN,VU,N,2020-3
Scriptaphyosemion cauveti,Kindia Killi,CR,VU,N,2020-3
Scriptaphyosemion chaytori,,DD,VU,N,2020-3
Scriptaphyosemion liberiense,,NT,LC,N,2020-3
Scriptaphyosemion nigrifluvi,Black River Roloffia,DD,VU,N,2020-3
Scriptaphyosemion roloffi,,NT,LC,N,2020-3
Scriptaphyosemion schmitti,,VU,CR,N,2020-2
Speonectes tiomanensis,,VU,CR,N,2020-2
Steatocranus irvinei,,NT,LC,N,2020-3
Stolephorus tri,Spined Anchovy,LC,DD,N,2020-2
Sundoreonectes sabanus,,VU,EN,G,2020-2
Synodontis arnoulti,Squeaker Catfish,VU,LC,N,2020-3
Synodontis comoensis,,NT,LC,N,2020-2
Synodontis guttatus,,EN,CR,N,2020-2
Synodontis koensis,,NT,LC,N,2020-2
Synodontis kogonensis,,DD,VU,N,2020-3
Synodontis levequei,,NT,VU,N,2020-3
Synodontis macrophthalmus,Squeaker Catfish,VU,CR,N,2020-3
Synodontis ouemeensis,,DD,LC,N,2020-2
Synodontis robbianus,,VU,DD,N,2020-2
Synodontis tourei,,NT,CR,N,2020-2
Synodontis xiphias,,DD,CR,N,2020-2
Tetracentrum caudovittatus,Kokoda Glass Perchlet,DD,CR,N,2020-3
Tetraodon pustulatus,Puffer Fish,VU,EN,G,2020-2
Tilapia busumana,Red Belly Tilapia,VU,LC,N,2020-3
Tondanichthys kottelati,,VU,CR,N,2020-3
Tor khudree,Black Mahseer,EN,LC,N,2020-1
Upeneus randalli,Randall's Goatfish,DD,LC,N,2020-2
Variichthys jamoerensis,Yamur Lake Grunter,VU,DD,N,2020-3
Zaireichthys camerunensis,,DD,LC,N,2020-3
Zenarchopterus caudovittatus,Longjaw River Garfish,DD,LC,N,2020-3
Zenarchopterus pappenheimi,Bangkok Halfbeak,DD,LC,N,2020-3
Zenarchopterus robertsi,Robert's River Garfish,LR/lc,CR,N,2020-3
"",,,,,
SHARKS & RAYS (Chondrichthyes),,,,,
Acroteriobatus annulatus,Lesser Guitarfish,LC,VU,N,2020-2
Aculeola nigra,Hooktooth Dogfish,DD,NT,N,2020-3
Anacanthobatis marmorata,Spotted Legskate,DD,NT,N,2020-2
Apristurus canutus,Hoary Catshark,DD,LC,N,2020-3
