Scientific name,Common name,"IUCN Red List(2020)Category","IUCN RedList (2021)Category","Reason forchange","Red Listversion"
Elaeocarpus acmosepalus,,VU,DD,N,2021-1
Elaeocarpus homalioides,,DD,LC,N,2021-3
Elattostachys aiyurensis,,VU,CR,G,2021-1
Elattostachys goropuensis,,VU,DD,N,2021-1
Endocomia canarioides,,VU,LC,N,2021-1
Entandrophragma angolense,Tiama Mahogany,VU,NT,N,2021-3
Erica nyassana,,VU,EN,N,2021-3
Eriocoelum oblongum,,DD,LC,N,2021-3
Eschweilera beebei,,VU,DD,N,2021-1
Eucryphia glutinosa,Guindo Santo,LR/nt,EN,G,2021-3
Euplassa isernii,,VU,DD,N,2021-1
Geniostoma umbellatum,,VU,DD,N,2021-1
Gloeocarpus patentivalvis,,EN,NT,N,2021-3
Gloeospermum boreale,,CR,LC,N,2021-3
Gongrospermum philippinense,,CR,EN,N,2021-3
Goodyera perrieri,,CR,EN,N,2021-1
Grewia goetzeana,,DD,LC,N,2021-3
Guatteria ferruginea,,DD,LC,N,2021-1
Guioa acuminata,,EN,VU,N,2021-2
Guioa discolor,,EN,VU,N,2021-3
Guioa grandifoliola,,CR,EN,N,2021-1
Guioa molliuscula,,VU,NT,N,2021-1
Guioa normanbiensis,,VU,EN,N,2021-1
Guioa novobritannica,,VU,EN,N,2021-1
Guioa oligotricha,,VU,EN,N,2021-3
Guioa palawanica,,CR,EN,N,2021-2
Guioa reticulata,,CR,EN,N,2021-2
Guioa venusta,,VU,DD,N,2021-3
Handroanthus impetiginosus,Pink Trumpet Tree,LC,NT,N,2021-3
Handroanthus lapacho,Lapacho Amarillo,VU,NT,N,2021-3
Haplocoelopsis africana,,DD,LC,N,2021-3
Hedyosmum correanum,,EN,LC,N,2021-3
Hernandia drakeana,,EX,DD,N,2021-1
Hopea chinensis,,CR,EN,N,2021-3
Hopea ponga,,EN,VU,N,2021-2
Hopea scabra,,DD,CR,N,2021-1
Horsfieldia ampla,,VU,EN,G,2021-1
Horsfieldia ampliformis,,VU,EN,N,2021-1
Horsfieldia clavata,,VU,EN,N,2021-1
Horsfieldia crux-melitensis,,DD,EN,N,2021-1
Horsfieldia sepikensis,,VU,CR,N,2021-1
Horsfieldia squamulosa,,VU,EN,N,2021-1
Horsfieldia urceolata,,VU,EN,N,2021-1
Hypericum socotranum,,LC,EN,N,2021-1
Ilex costaricensis,,VU,LC,N,2021-1
Ilex huachamacariana,,LR/nt,VU,G,2021-1
Ilex ignicola,,LR/nt,EN,G,2021-1
Ilex karuaiana,,VU,DD,N,2021-3
Ilex lasseri,,VU,CR,G,2021-1
Ilex magnifructa,,LR/nt,EN,G,2021-1
Ilex marahuacae,,LR/nt,VU,G,2021-1
Ilex pallida,,VU,LC,N,2021-1
Ilex parvifructa,,VU,EN,G,2021-1
Ilex paujiensis,,LR/nt,EN,G,2021-1
Ilex sessilifructa,,LR/nt,EN,N,2021-1
Ilex sipapoana,,LR/nt,EN,G,2021-1
Ilex steyermarkii,,LR/nt,EN,G,2021-1
Ilex subrotundifolia,,LR/nt,EN,N,2021-1
Ilex vulcanicola,,VU,NT,N,2021-1
Inga bella,Guaba,EN,NT,N,2021-3
Inga canonegrensis,,VU,EN,N,2021-3
Inga jimenezii,,EN,VU,N,2021-3
Inga latipes,,EN,VU,N,2021-3
Inga litoralis,,EN,NT,N,2021-3
Inga skutchii,Guaba,VU,NT,N,2021-3
Jubaea chilensis,Palma Chilena,VU,EN,N,2021-3
Kayea coriacea,,VU,DD,N,2021-1
Kermadecia pronyensis,,VU,NT,N,2021-2
Klarobelia lucida,Fruto de Pavo,EN,VU,N,2021-2
Knema pedicellata,,VU,NT,N,2021-3
Knema piriformis,,LR/cd,VU,N,2021-3
Knema stenocarpa,,VU,NT,N,2021-2
Knema stylosa,,VU,NT,N,2021-3
Lasianthus tomentosus,,EN,LC,N,2021-1
Latania verschaffeltii,Latanier de Rodrigues,EN,CR,G,2021-2
Lennea viridiflora,Chaperno Blanco,VU,LC,N,2021-3
Lithocarpus woodii,,EN,VU,E,2021-3
Litsea ligustrina,,VU,NT,N,2021-1
Livistona mariae,Central Australian Cabbage Palm,LR/cd,LC,N,2021-3
Lonchocarpus molinae,Culebro,CR,LC,N,2021-2
Lonchocarpus sanctuarii,,CR,LC,N,2021-2
Lonchocarpus vallicola,,CR,EN,N,2021-2
Madhuca diplostemon,,EN,CR,N,2021-2
Maerua elegans,,VU,LC,N,2021-1
Magnolia ptaritepuiana,,DD,EN,N,2021-3
Magnolia sabahensis,,LC,VU,N,2021-3
Magnolia vargasiana,,DD,VU,N,2021-2
Mammea grandifolia,,VU,EN,N,2021-1
Mammea novoguineensis,,DD,NT,N,2021-3
Mammea papuana,,VU,DD,N,2021-1
Mammea papyracea,,VU,EN,N,2021-1
Mammea veimauriensis,,VU,EN,N,2021-1
Mangifera caesia,,LR/lc,NT,G,2021-3
Mastixiodendron plectocarpum,,LR/nt,VU,N,2021-3
Matisia sanblasensis,,EN,LC,N,2021-1
Memecylon cinereum,,VU,DD,N,2021-2
Metrosideros humboldtiana,,LR/cd,EN,N,2021-1
Metrosideros punctata,,VU,LC,N,2021-1
Miconia centrosperma,,EN,LC,N,2021-3
Micropholis spectabilis,,VU,LC,N,2021-3
Micropholis suborbicularis,,LR/nt,LC,N,2021-3
Micropholis venamoensis,,VU,LC,N,2021-3
Mitragyna ledermannii,,VU,NT,N,2021-1
Mitragyna stipulosa,,VU,NT,N,2021-1
Mollinedia butleriana,Canjuro,CR,LC,N,2021-2
Myoporum rimatarense,,DD,EX,N,2021-1
Myrcia albobrunnea,,VU,DD,N,2021-1
Myrcia crassimarginata,,VU,LC,N,2021-2
Myrcia crebra,,VU,LC,N,2021-2
Myrcia fasciata,Arrayán,EN,VU,N,2021-2
Myrcia fosteri,,VU,LC,N,2021-1
Myrcia johnstonii,,DD,CR(PE),N,2021-2
Myrcia sessilis,,DD,EN,N,2021-2
Myrcia simulata,,LR/nt,LC,N,2021-2
Myristica brachypoda,,VU,CR,N,2021-3
Myristica brevistipes,,VU,CR,N,2021-1
Myristica byssacea,,VU,DD,N,2021-1
Myristica coacta,,VU,CR,N,2021-1
Myristica dasycarpa,,VU,EN,N,2021-1
Myristica fasciculata,,VU,EN,N,2021-1
Myristica filipes,,DD,EN,N,2021-1
Myristica globosa,,LR/nt,LC,N,2021-3
Myristica incredibilis,,VU,EN,N,2021-1
Myristica inundata,,VU,EN,N,2021-1
Myristica leptophylla,,VU,DD,N,2021-3
Myristica nana,,VU,EN,N,2021-1
Myristica olivacea,,VU,EN,N,2021-1
Myristica ornata,,VU,EN,N,2021-1
Myristica ovicarpa,,VU,EN,N,2021-1
Myristica pachycarpidia,,VU,DD,N,2021-1
Myristica pilosella,,VU,DD,N,2021-1
Myristica psilocarpa,,VU,EN,N,2021-1
Myristica pygmaea,,VU,EN,N,2021-1
Myristica schlechteri,,VU,DD,N,2021-1
Myristica simulans,,VU,CR,G,2021-1
Myristica sinclairii,,VU,EN,N,2021-1
Myristica sogeriensis,,VU,CR,N,2021-1
Nauclea diderrichii,,VU,NT,N,2021-1
Nectandra angusta,Laurel Del Norte,VU,LC,N,2021-1
Nectandra aurea,Laurel,LR/nt,VU,N,2021-1
Nectandra krugii,Bois Doux Avocat,EN,NT,N,2021-1
Nectandra latissima,,VU,LC,N,2021-1
Nectandra ruforamula,Rustytwig Nectandra,LR/nt,EN,G,2021-1
Nectandra wurdackii,,VU,EN,N,2021-3
Neuburgia tubiflora,,VU,DD,N,2021-1
Oncoba ovalis,,LR/nt,LC,N,2021-3
Orania disticha,,DD,LC,E,2021-3
Oreomunnea pterocarpa,Gavilán Blanco,EN,NT,N,2021-3
Ormosia panamensis,Sur Espino,LR/lc,VU,N,2021-3
Osmoxylon arrhenicum,,VU,DD,N,2021-2
Osmoxylon chrysanthum,,VU,DD,N,2021-2
Osmoxylon corneri,,VU,DD,N,2021-2
Osmoxylon ellipsoideum,,VU,DD,N,2021-2
Osmoxylon lanceolatum,,VU,DD,N,2021-2
Osmoxylon reburrum,,VU,DD,N,2021-2
Osmoxylon whitmorei,,VU,DD,N,2021-2
Oxera balansae,,EN,LC,N,2021-1
Pachypodium namaquanum,Elephant's Trunk,LR/nt,LC,N,2021-3
Palaquium philippense,,VU,LC,N,2021-3
Parashorea densiflora,White Seraya,EN,NT,N,2021-3
Pavetta intermedia,,VU,LC,N,2021-3
Perrottetia multiflora,,LR/nt,LC,N,2021-1
Persea borbonia,Redbay,LC,EN,N,2021-3
Persea lingue,Lingue,LR/nt,LC,N,2021-3
Phoebe mathewsii,,VU,CR,N,2021-2
Phoebe scortechinii,,LR/cd,NT,N,2021-1
Pittosporum napaliense,,EN,CR,G,2021-1
Placodiscus paniculatus,,VU,CR,N,2021-1
Planchonella villamilii,White Nato,VU,EN,N,2021-3
Polyscias prolifera,,VU,LC,N,2021-2
Polyspora grandiflora,,DD,EN,N,2021-2
Pouteria anteridata,,LR/nt,LC,N,2021-3
Pouteria arcuata,,VU,LC,N,2021-3
Pouteria areolatifolia,Zapotillo,VU,CR,N,2021-2
Pouteria briocheoides,Zapotillo Colarado,VU,CR,N,2021-1
Pouteria pimichinensis,,LR/nt,LC,N,2021-3
Pouteria psammophila,,EN,NT,N,2021-1
Pouteria puberula,,VU,DD,N,2021-3
Pouteria rigidopsis,,LR/nt,LC,N,2021-3
Pouteria rufotomentosa,Zapotillo de Montana,VU,EN,N,2021-1
Pouteria sipapoensis,,VU,DD,N,2021-3
Pouteria triplarifolia,Zapote Colorado,VU,EN,N,2021-1
Pouteria vernicosa,,VU,LC,N,2021-1
Pradosia argentea,,EX,CR,N,2021-1
Pradosia spinosa,,NT,VU,G,2021-3
Pradosia verticillata,,LR/lc,DD,N,2021-1
Pritchardia perlmanii,,EN,CR,N,2021-1
Pritchardia waialealeana,,VU,CR,N,2021-1
Protium attenuatum,Lansan,DD,EN,N,2021-1
Protium panamense,Copal,LR/nt,LC,N,2021-1
Prunus rubiginosa,,EN,NT,N,2021-2
Prunus subglabra,,VU,EN,N,2021-2
Pseudoxandra williamsii,,VU,DD,N,2021-3
Pseuduvaria cerina,,VU,DD,N,2021-2
Pseuduvaria galeata,,LR/cd,EN,N,2021-2
Pseuduvaria taipingensis,,LR/cd,CR,N,2021-2
Psychotria greenwelliae,,VU,EN,N,2021-1
Psychotria hobdyi,,EN,CR,N,2021-1
Psydrax suborbicularis,,VU,EN,N,2021-2
Pterocarpus santalinus,Red Sanders,NT,EN,N,2021-1
Quintinia oreophila,,LC,EN,N,2021-1
Rapanea erythroxyloides,,VU,NT,N,2021-1
Rhynchosia galpinii,,LC,DD,N,2021-3
Rondeletia formonia,,VU,EN,N,2021-1
Rosselia bracteata,,VU,CR,N,2021-2
Sageraea thwaitesii,,EN,NT,N,2021-1
Salix floridana,Florida Willow,VU,EN,N,2021-3
Santalum macgregorii,,EN,CR,N,2021-1
Schefflera brenesii,,VU,LC,N,2021-2
Schefflera cephalotes,,EN,LC,N,2021-1
Sciodaphyllum seibertii,,DD,VU,N,2021-2
Senegalia montis-usti,Brandberg Acacia,LR/nt,LC,N,2021-3
Senegalia robynsiana,Whip Stick Acacia,LR/nt,LC,N,2021-3
Shorea macrobalanos,Yellow Meranti,CR,VU,N,2021-3
Shorea platyclados,Dark Red Meranti,EN,NT,N,2021-3
Sideroxylon durifolium,,VU,DD,N,2021-1
Sideroxylon eucoriaceum,,VU,EN,N,2021-1
Sideroxylon excavatum,Palo prieto,EN,VU,N,2021-1
Sideroxylon hirtiantherum,,VU,CR,N,2021-2
Sideroxylon ibarrae,,VU,CR,N,2021-2
Sideroxylon peninsulare,,VU,EN,N,2021-1
Sideroxylon retinerve,Zapotillo,CR,EN,N,2021-3
Solanum pabstii,,LC,EN,N,2021-1
Stuhlmannia moavi,,VU,LC,N,2021-2
Symplocos coccinea,Limoncillo,VU,NT,N,2021-2
Symplocos longipes,,LR/cd,EN,N,2021-2
Symplocos sousae,,DD,EN,N,2021-2
Synsepalum glycydora,,VU,EN,N,2021-3
Syzygium fibrosum,,LC,DD,N,2021-3
Terminalia acuminata,,EW,EN,N,2021-3
Terminalia bucidoides,Escobo,EN,LC,N,2021-1
Ternstroemia landae,,CR,LC,N,2021-2
Ternstroemia penangiana,,VU,LC,N,2021-1
Tetrameranthus globuliferus,,NT,VU,N,2021-2
Tetrorchidium microphyllum,,CR,DD,N,2021-3
Tristaniopsis littoralis,,VU,EN,N,2021-2
Vachellia allenii,Cornizuelo,EN,NT,N,2021-1
Vatica chinensis,,CR,EN,N,2021-2
Vatica pentandra,,CR,CR(PE),N,2021-3
Vepris mandangoana,,VU,CR,N,2021-3
Viburnum elatum,Pasilla,LR/cd,LC,N,2021-2
Viburnum hondurense,Colombo,CR,NT,N,2021-3
Vitex gaumeri,Walking Lady,EN,LC,N,2021-1
Washingtonia filifera,Desert Palm,LR/nt,LC,N,2021-1
Xanthocercis rabiensis,,VU,EN,N,2021-3
Xyris boliviana,,VU,CR,G,2021-1
Ziziphus hutchinsonii,,VU,EN,N,2021-2
Zygogynum tanyostigma,,VU,EN,N,2021-1
"",,,,,
FUNGI (Mushrooms and Lichens),,,,,
Anzia centrifuga,Porto Santo Foam Lichen,VU,EN,N,2021-3
Russula galbana,,LC,NT,E,2021-3
