"taxonid","kingdom_name","phylum_name","class_name","order_name","family_name","genus_name","scientific_name","taxonomic_authority","infra_rank","infra_name","population","category","main_common_name"
217,"ANIMALIA","MOLLUSCA","GASTROPODA","ARCHITAENIOGLOSSA","ACICULIDAE","Acicula","Acicula hausdorfi","Boeters, Gittenberger &amp; Subai, 1989",NA,NA,NA,"NT",NA
219,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Acinonyx","Acinonyx jubatus","(Schreber, 1775)",NA,NA,NA,"EN","Cheetah"
263,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Acomys","Acomys cahirinus","(É. Geoffroy, 1803)",NA,NA,NA,"LC","Cairo Spiny Mouse"
264,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Acomys","Acomys cilicicus","Spitzenberger, 1978",NA,NA,NA,"DD","Asia Minor Spiny Mouse"
269,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Acomys","Acomys minous","Bate, 1906",NA,NA,NA,"DD","Crete Spiny Mouse"
271,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Acomys","Acomys nesiotes","Bate, 1903",NA,NA,NA,"DD","Cyprus Spiny Mouse"
273,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Acomys","Acomys russatus","(Wagner, 1840)",NA,NA,NA,"DD","Golden Spiny Mouse"
512,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Addax","Addax nasomaculatus","(de Blainville, 1816)",NA,NA,NA,"RE","Addax"
701,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Agriades","Agriades zullichi","(Hemming, 1933)",NA,NA,NA,"EN","Zullich's Blue"
811,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Alcelaphus","Alcelaphus buselaphus","(Pallas, 1766)",NA,NA,NA,"RE","Hartebeest"
850,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","DIPODIDAE","Allactaga","Allactaga tetradactyla","(Lichtenstein, 1823)",NA,NA,NA,"DD","Four-toed Jerboa"
854,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","DIPODIDAE","Scarturus","Scarturus euphratica","Thomas, 1881",NA,NA,NA,"NT","Euphrates Jerboa"
877,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","HELICIDAE","Allognathus","Allognathus graellsianus","(Pfeiffer, 1853)",NA,NA,NA,"LC",NA
1151,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Ammotragus","Ammotragus lervia","(Pallas, 1777)",NA,NA,NA,"VU","Aoudad"
1888,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","Apodemus agrarius","(Pallas, 1771)",NA,NA,NA,"LC","Striped Field Mouse"
1892,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","Apodemus flavicollis","(Melchior, 1834)",NA,NA,NA,"LC","Yellow-necked Field Mouse"
1898,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","Apodemus mystacinus","(Danford &amp; Alston, 1877)",NA,NA,NA,"LC","Eastern Broad-toothed Field Mouse"
1904,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","Apodemus sylvaticus","(Linnaeus, 1758)",NA,NA,NA,"LC","Long-tailed Field Mouse"
1905,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","Apodemus uralensis","(Pallas, 1811)",NA,NA,NA,"NA","Herb Field Mouse"
1907,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","Apodemus alpicola","Heinrich, 1952",NA,NA,NA,"LC","Alpine Field Mouse"
2092,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Heraultiella","Heraultiella exilis","(Paladilhe, 1867)",NA,NA,NA,"VU",NA
2147,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Arvicanthis","Arvicanthis niloticus","(É. Geoffroy, 1803)",NA,NA,NA,"NA","African Grass Rat"
2149,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Arvicola","Arvicola amphibius","(Linnaeus, 1758)",NA,NA,NA,"LC","European Water Vole"
2150,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Arvicola","Arvicola sapidus","Miller, 1908",NA,NA,NA,"VU","Southern Water Vole"
2346,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","HELICODONTIDAE","Atenia","Atenia quadrasi","Hidalgo, 1885",NA,NA,NA,"LC",NA
2352,"ANIMALIA","CHORDATA","ACTINOPTERYGII","ATHERINIFORMES","ATHERINIDAE","Atherina","Atherina boyeri","Risso, 1810",NA,NA,NA,"LC","Black Sea Silverside"
2358,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Atlantoxerus","Atlantoxerus getulus","(Linnaeus, 1758)",NA,NA,NA,"LC","Barbary Ground Squirrel"
2463,"ANIMALIA","ARTHROPODA","INSECTA","ORTHOPTERA","TETTIGONIIDAE","Baetica","Baetica ustulata","(Rambur, 1839)",NA,NA,NA,"EN","Sierra Nevadan Saddle Bush-cricket"
2478,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BALAENOPTERIDAE","Balaenoptera","Balaenoptera physalus","(Linnaeus, 1758)",NA,NA,NA,"VU","Fin Whale"
2553,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Barbastella","Barbastella barbastellus","(Schreber, 1774)",NA,NA,NA,"NT","Western Barbastelle"
3334,"ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","BUPRESTIDAE","Buprestis","Buprestis splendens","Fabricius, 1775",NA,NA,NA,"VU","Goldstreifiger"
3400,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Bythiospeum","Bythiospeum garnieri","(Sayn, 1889)",NA,NA,NA,"LC",NA
3618,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CALOMYSCIDAE","Calomyscus","Calomyscus bailwardi","Thomas, 1905",NA,NA,NA,"DD","Mouse-like Hamster"
3622,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CALOMYSCIDAE","Calomyscus","Calomyscus tsolovi","Peshev, 1991",NA,NA,NA,"DD","Tsolov's Mouse-like Hamster"
3628,"ANIMALIA","ARTHROPODA","INSECTA","ODONATA","CALOPTERYGIDAE","Calopteryx","Calopteryx syriaca","Rambur, 1842",NA,NA,NA,"EN","Syrian Demoiselle"
3739,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GEOMITRIDAE","Xeroplexa","Xeroplexa setubalensis","(L. Pfeiffer, 1850)",NA,NA,NA,"EN",NA
3746,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","Canis","Canis lupus","Linnaeus, 1758",NA,NA,NA,"LC","Grey Wolf"
3786,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Capra","Capra aegagrus","Erxleben, 1777",NA,NA,NA,"VU","Wild Goat"
3796,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Capra","Capra nubiana","F. Cuvier, 1825",NA,NA,NA,"VU","Nubian Ibex"
3798,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Capra","Capra pyrenaica","Schinz, 1838",NA,NA,NA,"LC","Iberian Wild Goat"
3847,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Caracal","Caracal caracal","(Schreber, 1776)",NA,NA,NA,"NT","Caracal"
3851,"ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Carcharhinus limbatus","(Müller &amp; Henle, 1839)",NA,NA,NA,"DD","Blacktip Shark"
3852,"ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Carcharhinus obscurus","(Lesueur, 1818)",NA,NA,NA,"DD","Dusky Shark"
3853,"ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Carcharhinus plumbeus","(Nardo, 1827)",NA,NA,NA,"EN","Sandbar Shark"
3854,"ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","ODONTASPIDIDAE","Carcharias","Carcharias taurus","Rafinesque, 1810",NA,NA,NA,"CR","Sand Tiger Shark"
3855,"ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","LAMNIDAE","Carcharodon","Carcharodon carcharias","(Linnaeus, 1758)",NA,NA,NA,"CR","White Shark"
4007,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CASTORIDAE","Castor","Castor fiber","Linnaeus, 1758",NA,NA,NA,"LC","Eurasian Beaver"
4166,"ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","CERAMBYCIDAE","Cerambyx","Cerambyx cerdo","Linnaeus, 1758",NA,NA,NA,"LC","Cerambyx Longicorn"
4292,"ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","CETORHINIDAE","Cetorhinus","Cetorhinus maximus","(Gunnerus, 1765)",NA,NA,NA,"EN","Basking Shark"
4658,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Chionomys","Chionomys gud","(Satunin, 1909)",NA,NA,NA,"LC","Caucasian Snow Vole"
4659,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Chionomys","Chionomys nivalis","(Martins, 1842)",NA,NA,NA,"LC","European Snow Vole"
4660,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Chionomys","Chionomys roberti","(Thomas, 1906)",NA,NA,NA,"DD","Robert's Snow Vole"
4973,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Myodes","Myodes glareolus","(Schreber, 1780)",NA,NA,NA,"LC","Bank Vole"
5056,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","HELICIDAE","Codringtonia","Codringtonia codringtonii","(Gray, 1834)",NA,NA,NA,"EN","Rock Snail"
5100,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Coenonympha","Coenonympha oedippus","(Fabricius, 1787)",NA,NA,NA,"NA","False Ringlet"
5528,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Cricetulus","Cricetulus migratorius","(Pallas, 1773)",NA,NA,NA,"LC","Grey Dwarf Hamster"
5529,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Cricetus","Cricetus cricetus","(Linnaeus, 1758)",NA,NA,NA,"NA","Common Hamster"
5560,"ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","SORICIDAE","Crocidura","Crocidura canariensis","Hutterer, López-Jurado, &amp; Vogel, 1987",NA,NA,NA,"EN","Canary Shrew"
5588,"ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","SORICIDAE","Crocidura","Crocidura zimmermanni","Wettstein, 1953",NA,NA,NA,"EN","Zimmermann's Shrew"
5600,"ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","SORICIDAE","Crocidura","Crocidura floweri","Dollman, 1915",NA,NA,NA,"DD","Flower's Shrew"
5616,"ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","SORICIDAE","Crocidura","Crocidura religiosa","(I. Geoffroy, 1827)",NA,NA,NA,"DD","Egyptian Pygmy Shrew"
5792,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CTENODACTYLIDAE","Ctenodactylus","Ctenodactylus gundi","(Rothmann, 1776)",NA,NA,NA,"LC","North African Gundi"
5793,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CTENODACTYLIDAE","Ctenodactylus","Ctenodactylus vali","Thomas, 1902",NA,NA,NA,"DD","Val's Gundi"
6229,"ANIMALIA","CHORDATA","CHONDRICHTHYES","SQUALIFORMES","DALATIIDAE","Dalatias","Dalatias licha","(Bonnaterre, 1788)",NA,NA,NA,"VU","Kitefin Shark"
6232,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Dama","Dama mesopotamica","(Brooke, 1875)",NA,NA,NA,"RE","Persian Fallow Deer"
6607,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Dinaromys","Dinaromys bogdanovi","(Martino, 1922)",NA,NA,NA,"VU","Balkan Snow Vole"
6858,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","GLIRIDAE","Dryomys","Dryomys nitedula","(Pallas, 1778)",NA,NA,NA,"LC","Forest Dormouse"
6859,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","GLIRIDAE","Dryomys","Dryomys laniger","Felten &amp; Storch, 1968",NA,NA,NA,"DD","Woolly Dormouse"
7618,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","GLIRIDAE","Eliomys","Eliomys quercinus","(Linnaeus, 1766)",NA,NA,NA,"LC","Garden Dormouse"
7619,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","GLIRIDAE","Eliomys","Eliomys melanurus","(Wagner, 1839)",NA,NA,NA,"LC","Asian Garden Dormouse"
7655,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Ellobius","Ellobius lutescens","Thomas, 1897",NA,NA,NA,"LC","Transcaucasian Mole Vole"
7859,"ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","Epinephelus marginatus","(Lowe, 1834)",NA,NA,NA,"EN","Dusky Grouper"
7910,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","Eptesicus nilssonii","(Keyserling &amp; Blasius, 1839)",NA,NA,NA,"NA","Northern Bat"
7949,"ANIMALIA","CHORDATA","MAMMALIA","PERISSODACTYLA","EQUIDAE","Equus","Equus africanus","Heuglin &amp; Fitzinger, 1866",NA,NA,NA,"CR","African Wild Ass"
7951,"ANIMALIA","CHORDATA","MAMMALIA","PERISSODACTYLA","EQUIDAE","Equus","Equus hemionus","Pallas, 1775",NA,NA,NA,"EN","Asiatic Wild Ass"
7982,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Erebia","Erebia ottomana","Herrich-Schäffer, 1847",NA,NA,NA,"LC","Ottoman Brassy Ringlet"
7983,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Erebia","Erebia scipio","(Boisduval, 1832)",NA,NA,NA,"LC","Larche Ringlet"
8262,"ANIMALIA","CNIDARIA","ANTHOZOA","ALCYONACEA","PLEXAURIDAE","Eunicella","Eunicella verrucosa","(Pallas, 1766)",NA,NA,NA,"NT","Pink Sea Fan"
8440,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Fabriciana","Fabriciana elisa","(Godart, 1823)",NA,NA,NA,"LC","Corsican Fritillary"
8540,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Felis","Felis chaus","Schreber, 1777",NA,NA,NA,"DD","Jungle Cat"
8541,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Felis","Felis margarita","Loche, 1858",NA,NA,NA,"NT","Sand Cat"
8576,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Fissuria","Fissuria boui","Boeters, 1981",NA,NA,NA,"NT",NA
8826,"ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","TALPIDAE","Galemys","Galemys pyrenaicus","(E. Geoffroy St. Hilaire, 1811)",NA,NA,NA,"EN","Pyrenean Desman"
8967,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Gazella","Gazella cuvieri","(Ogilby, 1841)",NA,NA,NA,"VU","Cuvier's Gazelle"
8968,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Nanger","Nanger dama","(Pallas, 1766)",NA,NA,NA,"CR","Dama Gazelle"
8969,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Gazella","Gazella dorcas","(Linnaeus, 1758)",NA,NA,NA,"EN","Dorcas Gazelle"
8972,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Gazella","Gazella leptoceros","(F. Cuvier, 1842)",NA,NA,NA,"EN","Slender-horned Gazelle"
8976,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Gazella","Gazella subgutturosa","(Güldenstädt, 1780)",NA,NA,NA,"CR","Goitered Gazelle"
9097,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Gerbillus","Gerbillus maghrebi","Schlitter &amp; Setzer, 1972",NA,NA,NA,"LC","Greater Short-tailed Gerbil"
9104,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Gerbillus","Gerbillus amoenus","(de Winton, 1902)",NA,NA,NA,"LC","Pleasant Gerbil"
9105,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Gerbillus","Gerbillus andersoni","de Winton, 1902",NA,NA,NA,"LC","Anderson's Gerbil"
9113,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Gerbillus","Gerbillus cheesmani","Thomas, 1919",NA,NA,NA,"NA","Cheesman's Gerbil"
9116,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Gerbillus","Gerbillus dasyurus","(Wagner, 1842)",NA,NA,NA,"LC","Wagner's Gerbil"
9121,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Gerbillus","Gerbillus floweri","Thomas, 1919",NA,NA,NA,"LC","Flower's Gerbil"
9123,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Gerbillus","Gerbillus gerbillus","(Olivier, 1801)",NA,NA,NA,"LC","Lesser Egyptian Gerbil"
9125,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Gerbillus","Gerbillus grobbeni","Klaptocz, 1909",NA,NA,NA,"DD","Grobben's Gerbil"
9127,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Gerbillus","Gerbillus henleyi","(de Winton, 1903)",NA,NA,NA,"LC","Pygmy Gerbil"
9128,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Gerbillus","Gerbillus hesperinus","Cabrera, 1936",NA,NA,NA,"EN","Western Gerbil"
9129,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Gerbillus","Gerbillus hoogstraali","Lay, 1975",NA,NA,NA,"VU","Hoogstraal's Gerbil"
9130,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Gerbillus","Gerbillus jamesi","Harrison, 1967",NA,NA,NA,"DD","James's Gerbil"
9132,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Gerbillus","Gerbillus latastei","Thomas &amp; Trouessart, 1903",NA,NA,NA,"DD","Lataste's Gerbil"
9134,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Gerbillus","Gerbillus mackilligini","(Thomas, 1904)",NA,NA,NA,"LC","Mackillingin's Gerbil"
9135,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Gerbillus","Gerbillus mesopotamiae","Harrison, 1956",NA,NA,NA,"LC","Mesopotamian Gerbil"
9136,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Gerbillus","Gerbillus nanus","Blanford, 1875",NA,NA,NA,"LC","Dwarf Gerbil"
9138,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Gerbillus","Gerbillus occiduus","Lay, 1975",NA,NA,NA,"DD","Occidental Gerbil"
9140,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Gerbillus","Gerbillus perpallidus","Setzer, 1958",NA,NA,NA,"LC","Pale Gerbil"
9145,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Gerbillus","Gerbillus pyramidum","Geoffroy, 1825",NA,NA,NA,"LC","Greater Egyptian Gerbil"
9149,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Gerbillus","Gerbillus simoni","Lataste, 1881",NA,NA,NA,"LC","Lesser Short-tailed Gerbil"
9153,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Gerbillus","Gerbillus tarabuli","Thomas, 1902",NA,NA,NA,"LC","Tarabul's Gerbil"
9250,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","DELPHINIDAE","Globicephala","Globicephala melas","(Traill, 1809)",NA,NA,NA,"DD","Long-finned Pilot Whale"
9461,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","DELPHINIDAE","Grampus","Grampus griseus","(G. Cuvier, 1812)",NA,NA,NA,"DD","Risso's Dolphin"
9509,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Graziana","Graziana lacheineri","(Küster, 1853)",NA,NA,NA,"LC",NA
9793,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GEOMITRIDAE","Xerotricha","Xerotricha gasulli","(Ortiz de Zarate, 1950)",NA,NA,NA,"EN",NA
9794,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GEOMITRIDAE","Xerotricha","Xerotricha mariae","(Gasull, 1974)",NA,NA,NA,"DD",NA
9796,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GEOMITRIDAE","Helicella","Helicella stiparum","Rossmässler, 1854",NA,NA,NA,"EN",NA
9799,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GEOMITRIDAE","Xerotricha","Xerotricha zujarensis","(Ortiz de Zarate, 1950)",NA,NA,NA,"DD",NA
9843,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","HELICIDAE","Helix","Helix ceratina","Shuttleworth, 1843",NA,NA,NA,"CR","Corsican Snail"
9844,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","HELICIDAE","Helix","Helix godetiana","Kobelt, 1878",NA,NA,NA,"EN",NA
9845,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","GEOMITRIDAE","Moreletina","Moreletina obruta","(Morelet, 1860)",NA,NA,NA,"VU",NA
10030,"ANIMALIA","CHORDATA","CHONDRICHTHYES","HEXANCHIFORMES","HEXANCHIDAE","Hexanchus","Hexanchus griseus","(Bonnaterre, 1788)",NA,NA,NA,"LC","Bluntnose Sixgill Shark"
10069,"ANIMALIA","CHORDATA","ACTINOPTERYGII","SYNGNATHIFORMES","SYNGNATHIDAE","Hippocampus","Hippocampus hippocampus","(Linnaeus, 1758)",NA,NA,NA,"NT","Short-snouted Seahorse"
10103,"ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","HIPPOPOTAMIDAE","Hippopotamus","Hippopotamus amphibius","Linnaeus, 1758",NA,NA,NA,"RE","Hippopotamus"
10274,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","HYAENIDAE","Hyaena","Hyaena hyaena","(Linnaeus, 1758)",NA,NA,NA,"VU","Striped Hyaena"
10713,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","NYMPHALIDAE","Euphydryas","Euphydryas maturna","(Linnaeus, 1758)",NA,NA,NA,"NA","Scarce Fritillary"
10746,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","HYSTRICIDAE","Hystrix","Hystrix cristata","Linnaeus, 1758",NA,NA,NA,"LC","Crested Porcupine"
10751,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","HYSTRICIDAE","Hystrix","Hystrix indica","Kerr, 1792",NA,NA,NA,"LC","Indian Crested Porcupine"
10912,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","DIPODIDAE","Jaculus","Jaculus jaculus","(Linnaeus, 1758)",NA,NA,NA,"LC","Lesser Egyptian Jerboa"
10913,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","DIPODIDAE","Jaculus","Jaculus orientalis","Erxleben, 1777",NA,NA,NA,"LC","Greater Egyptian Jerboa"
11030,"ANIMALIA","CHORDATA","ACTINOPTERYGII","GOBIIFORMES","GOBIIDAE","Knipowitschia","Knipowitschia caucasica","(Berg, 1916)",NA,NA,NA,"LC","Caucasian dwarf goby"
11200,"ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","LAMNIDAE","Lamna","Lamna nasus","(Bonnaterre, 1788)",NA,NA,NA,"CR","Porbeagle"
11474,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","LAURIIDAE","Leiostyla","Leiostyla fuscidula","Morelet, 1860",NA,NA,NA,"DD",NA
11475,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","LAURIIDAE","Leiostyla","Leiostyla vermiculosa","Morelet, 1860",NA,NA,NA,"DD",NA
11487,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Lemniscomys","Lemniscomys barbarus","(Linnaeus, 1766)",NA,NA,NA,"LC","Barbary Striped Grass Mouse"
11638,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Leptailurus","Leptailurus serval","(Schreber, 1776)",NA,NA,NA,"CR","Serval"
11656,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","HYGROMIIDAE","Leptaxis","Leptaxis caldeirarum","(Morelet &amp; Drouët, 1857)",NA,NA,NA,"EN",NA
11657,"ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","HYGROMIIDAE","Leptaxis","Leptaxis terceirana","Morelet, 1860",NA,NA,NA,"LC",NA
11791,"ANIMALIA","CHORDATA","MAMMALIA","LAGOMORPHA","LEPORIDAE","Lepus","Lepus timidus","Linnaeus, 1758",NA,NA,NA,"LC","Mountain Hare"
11797,"ANIMALIA","CHORDATA","MAMMALIA","LAGOMORPHA","LEPORIDAE","Lepus","Lepus castroviejoi","Palacios, 1977",NA,NA,NA,"VU","Broom Hare"
12419,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","Lutra","Lutra lutra","(Linnaeus, 1758)",NA,NA,NA,"NT","Eurasian Otter"
12433,"ANIMALIA","ARTHROPODA","INSECTA","LEPIDOPTERA","LYCAENIDAE","Lycaena","Lycaena dispar","(Haworth, 1802)",NA,NA,NA,"NA","Large Copper"
12436,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","Lycaon","Lycaon pictus","(Temminck, 1820)",NA,NA,NA,"CR","African Wild Dog"
12519,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Lynx","Lynx lynx","(Linnaeus, 1758)",NA,NA,NA,"EN","Eurasian Lynx"
