"taxonid","kingdom_name","phylum_name","class_name","order_name","family_name","genus_name","scientific_name","taxonomic_authority","infra_rank","infra_name","population","category","main_common_name"
155570,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Tanousia","Tanousia zrmanjae","(Brusina, 1866)",NA,NA,NA,"CR",NA
155572,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Spiralix","Spiralix collieri","(Nicolas, 1891)",NA,NA,NA,"DD",NA
155573,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Anagastina","Anagastina gluhodolica","(Radoman, 1973)",NA,NA,NA,"EN",NA
155574,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Pyrgula","Pyrgula acicula","A. &amp; P. Reischütz, 2002",NA,NA,NA,"DD",NA
155575,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Islamia","Islamia latina","Radoman, 1973",NA,NA,NA,"DD",NA
155576,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Pseudohoratia","Pseudohoratia lacustris","(Radoman, 1964)",NA,NA,NA,"VU",NA
155577,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandia","Belgrandia coutagnei","Locard, 1892",NA,NA,NA,"DD",NA
155578,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Dianella","Dianella thiesseana","(Kobelt, 1878)",NA,NA,NA,"CR",NA
155579,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Pseudamnicola","Pseudamnicola brachia","(Westerlund, 1886)",NA,NA,NA,"DD",NA
155582,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandiella","Belgrandiella bumasta","Schütt, 1960",NA,NA,NA,"DD",NA
155584,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Pseudamnicola","Pseudamnicola chia","(E. von Martens, 1889)",NA,NA,NA,"VU",NA
155585,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Graziana","Graziana papukensis","Radoman, 1975",NA,NA,NA,"NT",NA
155586,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Paladilhiopsis","Paladilhiopsis tarae","Bole &amp; Velkovrh, 1987",NA,NA,NA,"DD",NA
155587,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Pontobelgrandiella","Pontobelgrandiella bulgarica","(Angelov, 1972)",NA,NA,NA,"VU",NA
155589,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Islamia","Islamia valvataeformis","(Moellendorff, 1873)",NA,NA,NA,"DD",NA
155592,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Iglica","Iglica sidariensis","Schütt, 1980",NA,NA,NA,"VU",NA
155593,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandia","Belgrandia ionica","(Schütt, 1980)",NA,NA,NA,"DD",NA
155594,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Corrosella","Corrosella luisi","(Boeters, 1984)",NA,NA,NA,"DD",NA
155595,"ANIMALIA","MOLLUSCA","BIVALVIA","UNIONIDA","UNIONIDAE","Microcondylaea","Microcondylaea bonellii","(Férussac, 1827)",NA,NA,NA,"VU",NA
155597,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Ecrobia","Ecrobia vitrea","(Risso, 1826)",NA,NA,NA,"LC","Hydrobie méditerranéenne"
155598,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Pyrgula","Pyrgula falkneri","A. &amp; P. Reischütz, 2002",NA,NA,NA,"DD",NA
155599,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Pontobelgrandiella","Pontobelgrandiella angelovi","(Pintér, 1968)",NA,NA,NA,"VU",NA
155603,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Spiralix","Spiralix puteana","(Coutagne, 1883)",NA,NA,NA,"DD",NA
155605,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Moitessieria","Moitessieria olleri","Altimira, 1960",NA,NA,NA,"NT",NA
155607,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Prespolitorea","Prespolitorea malaprespensis","Radoman, 1973",NA,NA,NA,"CR",NA
155609,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Cavernisa","Cavernisa zaschevi","(Angelov, 1959)",NA,NA,NA,"VU",NA
155612,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","AMNICOLIDAE","Marstoniopsis","Marstoniopsis macedonica","(Hadžišce, 1958)",NA,NA,NA,"EN",NA
155614,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandia","Belgrandia torifera","Schütt, 1961",NA,NA,NA,"VU","Dalmatian Belgrande"
155615,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandia","Belgrandia boscae","(Salvana, 1887)",NA,NA,NA,"NT",NA
155616,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","LITHOGLYPHIDAE","Dabriana","Dabriana bosniaca","Radoman, 1974",NA,NA,NA,"NT",NA
155618,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Iglica","Iglica luxurians","(Kuscer, 1932)",NA,NA,NA,"NT",NA
155620,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Zaumia","Zaumia sanctizaumi","(Radoman, 1964)",NA,NA,NA,"CR",NA
155622,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Moitessieria","Moitessieria servaini","(Bourguignat, 1880)",NA,NA,NA,"DD",NA
155625,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Hadziella","Hadziella ephippiostoma","Kušcer, 1932",NA,NA,NA,"LC",NA
155626,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","AMNICOLIDAE","Parabythinella","Parabythinella malaprespensis","Radoman, 1973",NA,NA,NA,"CR",NA
155628,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Moitessieria","Moitessieria notenboomi","Boeters, 2003",NA,NA,NA,"DD",NA
155631,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandiella","Belgrandiella hershleri","Slapnik, 1997",NA,NA,NA,"VU",NA
155635,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Lanzaia","Lanzaia skradinensis","Bole, 1992",NA,NA,NA,"CR",NA
155637,"ANIMALIA","MOLLUSCA","GASTROPODA","ALLOGASTROPODA","VALVATIDAE","Valvata","Valvata relicta","(Polinski, 1929)",NA,NA,NA,"VU",NA
155638,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Hauffenia","Hauffenia subcarinata","Bole &amp; Velkovrh, 1987",NA,NA,NA,"NT",NA
155639,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","COCHLIOPIDAE","Eupaludestrina","Eupaludestrina achaja","(Clessin, 1878)",NA,NA,NA,"DD",NA
155641,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Plagigeyeria","Plagigeyeria mostarensis","Kušcer, 1933",NA,NA,NA,"DD",NA
155643,"ANIMALIA","MOLLUSCA","GASTROPODA","HYGROPHILA","PLANORBIDAE","Gyraulus","Gyraulus crenophilus","Hubendick &amp; Radoman, 1959",NA,NA,NA,"EN",NA
155645,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Alzoniella","Alzoniella galaica","(Boeters &amp; Rolan, 1988)",NA,NA,NA,"CR",NA
155646,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Sadleriana","Sadleriana supercarinata","(Schütt, 1969)",NA,NA,NA,"VU",NA
155647,"ANIMALIA","MOLLUSCA","GASTROPODA","HYGROPHILA","LYMNAEIDAE","Ampullaceana","Ampullaceana balthica","(Linnaeus, 1758)",NA,NA,NA,"LC",NA
155649,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BITHYNIIDAE","Bithynia","Bithynia leachii","(Sheppard, 1823)",NA,NA,NA,"LC",NA
155651,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Sardohoratia","Sardohoratia islamioides","Manganelli, Bodon, Cianfanelli, Talenti &amp; Giusti, 1998",NA,NA,NA,"EN",NA
155652,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Ohridohauffenia","Ohridohauffenia rotonda","(Radoman, 1964)",NA,NA,NA,"EN",NA
155653,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Gocea","Gocea ohridana","Hadžišce, 1956",NA,NA,NA,"CR",NA
155654,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Alzoniella","Alzoniella finalina","Giusti &amp; Bodon, 1984",NA,NA,NA,"EN",NA
155655,"ANIMALIA","MOLLUSCA","BIVALVIA","VENERIDA","SPHAERIIDAE","Euglesa","Euglesa maasseni","(Kuiper, 1987)",NA,NA,NA,"EN",NA
155656,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandiella","Belgrandiella dabriana","Radoman, 1975",NA,NA,NA,"NT",NA
155660,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Islamia","Islamia bendidis","Reischütz, 1988",NA,NA,NA,"CR",NA
155666,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Moitessieria","Moitessieria meijersae","Boeters, 2003",NA,NA,NA,"DD",NA
155668,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandia","Belgrandia varica","(J. Paget, 1854)",NA,NA,NA,"CR",NA
155669,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandia","Belgrandia thermalis","(Linnaeus, 1767)",NA,NA,NA,"LC",NA
155670,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Xestopyrgula","Xestopyrgula dybowskii","(Polinski, 1929)",NA,NA,NA,"VU",NA
155671,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Corrosella","Corrosella falkneri","Boeters, 1970",NA,NA,NA,"NT",NA
155674,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Alzoniella","Alzoniella cornucopia","(De Stefani, 1880)",NA,NA,NA,"VU",NA
155675,"ANIMALIA","MOLLUSCA","GASTROPODA","SORBEOCONCHA","THIARIDAE","Melanoides","Melanoides tuberculata","(O.F. Müller, 1774)",NA,NA,NA,"LC",NA
155676,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","COCHLIOPIDAE","Eupaludestrina","Eupaludestrina spinellii","(Gredler, 1860)",NA,NA,NA,"EX",NA
155677,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Paladilhiopsis","Paladilhiopsis grobbeni","Kuscer, 1928",NA,NA,NA,"VU",NA
155678,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Palaospeum","Palaospeum hispanicum","Boeters, 2003",NA,NA,NA,"DD",NA
155681,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Terranigra","Terranigra kosovica","Radoman, 1978",NA,NA,NA,"NT",NA
155683,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Moitessieria","Moitessieria robresia","Boeters, 2003",NA,NA,NA,"DD",NA
155685,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Ohrigocea","Ohrigocea samuili","Hadžišce, 1959",NA,NA,NA,"EN",NA
155686,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Kerkia","Kerkia jadertina","Kušcer, 1933",NA,NA,NA,"EN",NA
155689,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BITHYNIIDAE","Bithynia","Bithynia italica","(Paulucci, 1880)",NA,NA,NA,"LC",NA
155690,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Graziana","Graziana vrbasensis","Radoman, 1975",NA,NA,NA,"DD",NA
155691,"ANIMALIA","MOLLUSCA","GASTROPODA","HYGROPHILA","LYMNAEIDAE","Ampullaceana","Ampullaceana relicta","(Polinski, 1929)",NA,NA,NA,"LC",NA
155694,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Graziana","Graziana alpestris","(Frauenfeld, 1863)",NA,NA,NA,"LC",NA
155695,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Lyhnidia","Lyhnidia hadzii","Hadzisce, 1959",NA,NA,NA,"CR",NA
155696,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Paladilhiopsis","Paladilhiopsis robiciana","(Clessin, 1882)",NA,NA,NA,"LC",NA
155697,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BYTHINELLIDAE","Bythinella","Bythinella charpentieri","(Roth, 1855)",NA,NA,NA,"LC",NA
155698,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Ohrigocea","Ohrigocea stankovici","(Hadžišce, 1959)",NA,NA,NA,"EN",NA
155703,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Corrosella","Corrosella navasiana","(Fagot, 1907)",NA,NA,NA,"DD",NA
155705,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandia","Belgrandia moitessieri","(Bourguignat, 1866)",NA,NA,NA,"CR",NA
155706,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandiella","Belgrandiella zermanica","Radoman, 1973",NA,NA,NA,"VU",NA
155709,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Spiralix","Spiralix gloriae","(Rolán &amp; Martínez-Ortí, 2003)",NA,NA,NA,"VU",NA
155710,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Pseudamnicola","Pseudamnicola malickyi","Schütt, 1980",NA,NA,NA,"VU",NA
155713,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Iglica","Iglica elongata","Kušcer, 1933",NA,NA,NA,"VU",NA
155714,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandia","Belgrandia gfrast","Haase, 2000",NA,NA,NA,"VU",NA
155716,"ANIMALIA","MOLLUSCA","GASTROPODA","SORBEOCONCHA","MELANOPSIDAE","Melanopsis","Melanopsis tricarinata","Bruguiere, 1789",NA,NA,NA,"LC",NA
155717,"ANIMALIA","MOLLUSCA","GASTROPODA","ARCHITAENIOGLOSSA","VIVIPARIDAE","Viviparus","Viviparus contectus","(Millet, 1813)",NA,NA,NA,"LC","Lister's River Snail"
155718,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Saxurinator","Saxurinator hadzii","(Bole, 1961)",NA,NA,NA,"DD",NA
155720,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Stankovicia","Stankovicia baicaliiformis","Polinski, 1929",NA,NA,NA,"CR",NA
155722,"ANIMALIA","MOLLUSCA","GASTROPODA","HYGROPHILA","PLANORBIDAE","Hippeutis","Hippeutis stossichi","(Clessin, 1881)",NA,NA,NA,"DD",NA
155725,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BYTHINELLIDAE","Bythinella","Bythinella cretensis","Schütt, 1980",NA,NA,NA,"DD",NA
155726,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Islamia","Islamia ateni","(Boeters, 1969)",NA,NA,NA,"EX",NA
155727,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Diegus","Diegus gasulli","Boeters, 1981",NA,NA,NA,"VU",NA
155728,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Pseudamnicola","Pseudamnicola confinis","(Brancsik, 1897)",NA,NA,NA,"DD",NA
155729,"ANIMALIA","MOLLUSCA","GASTROPODA","HYGROPHILA","PLANORBIDAE","Gyraulus","Gyraulus stankovici","Hadzisce, 1955",NA,NA,NA,"EN",NA
155730,"ANIMALIA","MOLLUSCA","GASTROPODA","HYGROPHILA","LYMNAEIDAE","Galba","Galba truncatula","(Müller, 1774)",NA,NA,NA,"LC","Attenuate Fossaria"
155732,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Guadiella","Guadiella arconadae","Boeters, 2003",NA,NA,NA,"VU",NA
155733,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BYTHINELLIDAE","Bythinella","Bythinella roubionensis","Caziot, 1910",NA,NA,NA,"VU",NA
155735,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Paladilhia","Paladilhia conica","Paladilhe, 1867",NA,NA,NA,"LC",NA
155739,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Prespolitorea","Prespolitorea valvataeformis","Radoman, 1973",NA,NA,NA,"CR",NA
155740,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Hauffenia","Hauffenia wagneri","(Kuscer, 1928)",NA,NA,NA,"VU",NA
155742,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Anagastina","Anagastina zetaevallis","(Radoman, 1973)",NA,NA,NA,"DD",NA
155743,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BITHYNIIDAE","Bithynia","Bithynia walderdorffii","Frauenfeld, 1865",NA,NA,NA,"DD",NA
155744,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Iglica","Iglica giustii","Bodon &amp; Giovannelli, 1994",NA,NA,NA,"NT",NA
155746,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Travunijana","Travunijana tribunicae","(Schütt, 1963)",NA,NA,NA,"CR",NA
155747,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","ASSIMINEIDAE","Assiminea","Assiminea cardonae","Paladilhe, 1875",NA,NA,NA,"DD",NA
155748,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Islamia","Islamia epirana","(Schütt, 1962)",NA,NA,NA,"VU",NA
155750,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Hadziella","Hadziella anti","Schütt, 1960",NA,NA,NA,"LC",NA
155751,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Adriohydrobia","Adriohydrobia gagatinella","(Küster, 1852)",NA,NA,NA,"LC",NA
155752,"ANIMALIA","MOLLUSCA","GASTROPODA","ALLOGASTROPODA","VALVATIDAE","Valvata","Valvata rhabdota","Sturany, 1894",NA,NA,NA,"NT",NA
155753,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BYTHINELLIDAE","Bythinella","Bythinella rufescens","(Küster, 1852)",NA,NA,NA,"LC",NA
155754,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Moitessieria","Moitessieria lludrigaensis","Boeters, 2003",NA,NA,NA,"VU",NA
155756,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","LITHOGLYPHIDAE","Lithoglyphus","Lithoglyphus prasinus","(Küster, 1852)",NA,NA,NA,"DD",NA
155758,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Sardopaladilhia","Sardopaladilhia buccina","Rolán &amp; Martínez-Ortí, 2003",NA,NA,NA,"DD",NA
155759,"ANIMALIA","MOLLUSCA","GASTROPODA","HYGROPHILA","LYMNAEIDAE","Ampullaceana","Ampullaceana pinteri","Schütt, 1974",NA,NA,NA,"EN",NA
155760,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Lanzaia","Lanzaia elephantota","(Megerle von Mühlfeld, 1824)",NA,NA,NA,"DD",NA
155762,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Sarajana","Sarajana apfelbecki","(Brancsik, 1888)",NA,NA,NA,"DD",NA
155763,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Islamia","Islamia bosniaca","Radoman, 1973",NA,NA,NA,"VU",NA
155765,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","COCHLIOPIDAE","Eupaludestrina","Eupaludestrina aponensis","(E. von Martens, 1858)",NA,NA,NA,"VU",NA
155766,"ANIMALIA","MOLLUSCA","GASTROPODA","HYGROPHILA","PLANORBIDAE","Planorbis","Planorbis moquini","Requien, 1848",NA,NA,NA,"LC",NA
155767,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Boetersiella","Boetersiella davisi","Arconada &amp; Ramos, 2001",NA,NA,NA,"VU",NA
155768,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandia","Belgrandia stochi","Bodon, Manganelli &amp; Giusti, 1996",NA,NA,NA,"VU",NA
155770,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Paladilhiopsis","Paladilhiopsis virei","(Locard, 1903)",NA,NA,NA,"LC",NA
155771,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Lanzaia","Lanzaia vjetrenicae","Kuscer, 1933",NA,NA,NA,"VU",NA
155773,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Stankovicia","Stankovicia pavlovici","(Polinski, 1929)",NA,NA,NA,"VU",NA
155774,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Clameia","Clameia brooki","Boeters &amp; E. Gittenberger, 1990",NA,NA,NA,"DD",NA
155779,"ANIMALIA","MOLLUSCA","GASTROPODA","ALLOGASTROPODA","VALVATIDAE","Valvata","Valvata hirsutecostata","Polinski, 1929",NA,NA,NA,"VU",NA
155781,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Radomaniola","Radomaniola bosniaca","(Radoman, 1973)",NA,NA,NA,"DD",NA
155783,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Iglica","Iglica gracilis","(Clessin, 1882)",NA,NA,NA,"VU",NA
155785,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Bythiospeum","Bythiospeum diaphanoides","Bernasconi, 1985",NA,NA,NA,"NT",NA
155786,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Grossuana","Grossuana euxina","(A.J. Wagner, 1928)",NA,NA,NA,"LC",NA
155787,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Moitessieria","Moitessieria foui","Boeters, 2003",NA,NA,NA,"VU",NA
155788,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Salenthydrobia","Salenthydrobia ferrerii","Wilke, 2003",NA,NA,NA,"EN",NA
155789,"ANIMALIA","MOLLUSCA","GASTROPODA","HYGROPHILA","PLANORBIDAE","Planorbis","Planorbis macedonicus","Sturany, 1894",NA,NA,NA,"EN",NA
155790,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Lanzaia","Lanzaia kotlusae","Bole, 1992",NA,NA,NA,"VU",NA
155791,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Radomaniola","Radomaniola elongata","(Radoman, 1973)",NA,NA,NA,"CR",NA
155794,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandiella","Belgrandiella substricta","(Kuscer, 1932)",NA,NA,NA,"VU",NA
155795,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Plagigeyeria","Plagigeyeria zetaprotogona","Schütt, 1960",NA,NA,NA,"EN",NA
155796,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BITHYNIIDAE","Bithynia","Bithynia tentaculata","(Linnaeus, 1758)",NA,NA,NA,"LC","Common Bithynia"
155799,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Radomaniola","Radomaniola tritonum","(Bourguignat, 1852)",NA,NA,NA,"CR",NA
155800,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Iglica","Iglica tellinii","(Pollonera, 1887)",NA,NA,NA,"VU",NA
155802,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Pseudamnicola","Pseudamnicola pieperi","Schütt, 1980",NA,NA,NA,"VU",NA
155803,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Iglica","Iglica relicta","(Kuscer, 1937)",NA,NA,NA,"DD",NA
